,mean_sea_ice_concentration,sea_ice_extent,miz_ice_extent
2001-07-07,0.565,471250000000.0,405000000000.0
2001-07-08,0.562,468125000000.0,399375000000.0
2001-07-09,0.577,465625000000.0,385625000000.0
2001-07-10,0.601,460000000000.0,377500000000.0
2001-07-11,0.583,463750000000.0,376875000000.0
2001-07-12,0.572,464375000000.0,375625000000.0
2001-07-13,0.592,448750000000.0,349375000000.0
2001-07-14,0.611,428750000000.0,332500000000.0
2001-07-15,0.671,403750000000.0,284375000000.0
2001-07-16,0.682,376875000000.0,271250000000.0
2001-07-17,0.672,368750000000.0,272500000000.0
2001-07-18,0.674,361875000000.0,266875000000.0
2001-07-19,0.678,363125000000.0,263750000000.0
2001-07-20,0.674,367500000000.0,269375000000.0
2001-07-21,0.674,348750000000.0,248750000000.0
2001-07-22,0.654,350625000000.0,256250000000.0
2001-07-23,0.651,313125000000.0,229375000000.0
2001-07-24,0.644,303750000000.0,226250000000.0
2001-07-25,0.654,310000000000.0,246250000000.0
2001-07-26,0.608,321250000000.0,272500000000.0
2001-07-27,0.62,303125000000.0,250000000000.0
2001-07-28,0.592,311250000000.0,265625000000.0
2001-07-29,0.588,296875000000.0,251250000000.0
2001-07-30,0.589,311250000000.0,260625000000.0
2001-07-31,0.574,308750000000.0,253125000000.0
2001-08-01,0.574,310000000000.0,251875000000.0
2001-08-02,0.592,311875000000.0,247500000000.0
2001-08-03,0.597,307500000000.0,224375000000.0
2001-08-04,0.61,310000000000.0,224375000000.0
2001-08-05,0.644,305625000000.0,216875000000.0
2001-08-06,0.606,301250000000.0,218750000000.0
2001-08-07,0.614,285000000000.0,200625000000.0
2001-08-08,0.632,281250000000.0,201875000000.0
2001-08-09,0.718,245000000000.0,170625000000.0
2001-08-10,0.701,238750000000.0,170000000000.0
2001-08-11,0.659,257500000000.0,188750000000.0
2001-08-12,0.628,266875000000.0,197500000000.0
2001-08-13,0.576,276875000000.0,220000000000.0
2001-08-14,0.576,277500000000.0,213750000000.0
2001-08-15,0.552,293750000000.0,226875000000.0
2001-08-16,0.567,295000000000.0,227500000000.0
2001-08-17,0.567,300000000000.0,233125000000.0
2001-08-18,0.566,286875000000.0,216875000000.0
2001-08-19,0.556,280625000000.0,211250000000.0
2001-08-20,0.566,260625000000.0,200000000000.0
2001-08-21,0.604,233125000000.0,170000000000.0
2001-08-22,0.609,240000000000.0,169375000000.0
2001-08-23,0.614,216250000000.0,158125000000.0
2001-08-24,0.623,210000000000.0,151875000000.0
2001-08-25,0.629,203750000000.0,148125000000.0
2001-08-26,0.664,182500000000.0,125000000000.0
2001-08-27,0.619,187500000000.0,143125000000.0
2001-08-28,0.65,180000000000.0,134375000000.0
2001-08-29,0.699,151875000000.0,103750000000.0
2001-08-30,0.644,167500000000.0,131250000000.0
2001-08-31,0.636,160625000000.0,128750000000.0
2001-09-01,0.658,143125000000.0,120625000000.0
2001-09-02,0.685,136250000000.0,111875000000.0
2001-09-03,0.694,135625000000.0,109375000000.0
2001-09-04,0.679,134375000000.0,108125000000.0
2001-09-05,0.651,142500000000.0,119375000000.0
2001-09-06,0.635,152500000000.0,121875000000.0
2001-09-07,0.632,160625000000.0,116875000000.0
2001-09-08,0.635,169375000000.0,121250000000.0
2001-09-09,0.626,159375000000.0,111875000000.0
2001-09-10,0.645,152500000000.0,120000000000.0
2001-09-11,0.679,145625000000.0,107500000000.0
2001-09-12,0.591,151250000000.0,118125000000.0
2001-09-13,0.59,144375000000.0,100000000000.0
2001-09-14,0.636,142500000000.0,98125000000.0
2001-09-15,0.624,152500000000.0,106250000000.0
2001-09-16,0.643,156250000000.0,100625000000.0
2001-09-17,0.671,152500000000.0,98750000000.0
2001-09-18,0.665,150625000000.0,97500000000.0
2001-09-19,0.688,166250000000.0,97500000000.0
2001-09-20,0.708,215625000000.0,126250000000.0
2001-09-21,0.756,235625000000.0,116250000000.0
2001-09-22,0.77,240625000000.0,125625000000.0
2001-09-23,0.749,214375000000.0,116875000000.0
2001-09-24,0.706,231875000000.0,135000000000.0
2001-09-25,0.718,255625000000.0,150000000000.0
2001-09-26,0.702,256875000000.0,165000000000.0
2001-09-27,0.741,248125000000.0,146250000000.0
2001-09-28,0.784,251875000000.0,119375000000.0
2001-09-29,0.795,261875000000.0,117500000000.0
2001-09-30,0.822,285000000000.0,108125000000.0
2001-10-01,0.824,320000000000.0,104375000000.0
2001-10-02,0.83,291250000000.0,100625000000.0
2001-10-03,0.875,280625000000.0,71250000000.0
2001-10-04,0.846,305625000000.0,91250000000.0
2001-10-05,0.833,330000000000.0,105625000000.0
2001-10-06,0.828,360000000000.0,106250000000.0
2001-10-07,0.863,355000000000.0,90000000000.0
2001-10-08,0.865,345000000000.0,96875000000.0
2001-10-09,0.848,334375000000.0,97500000000.0
2001-10-10,0.853,321875000000.0,99375000000.0
2001-10-11,0.839,306250000000.0,110000000000.0
2001-10-12,0.833,308750000000.0,108750000000.0
2001-10-13,0.809,307500000000.0,140625000000.0
2001-10-14,0.779,315625000000.0,161250000000.0
2001-10-15,0.793,316875000000.0,145000000000.0
2001-10-16,0.854,321875000000.0,92500000000.0
2001-10-17,0.867,328125000000.0,88750000000.0
2001-10-18,0.88,344375000000.0,78125000000.0
2001-10-19,0.846,344375000000.0,101250000000.0
2001-10-20,0.819,372500000000.0,120625000000.0
2001-10-21,0.845,379375000000.0,106250000000.0
2001-10-22,0.874,366250000000.0,87500000000.0
2001-10-23,0.864,383125000000.0,96875000000.0
2001-10-24,0.87,389375000000.0,93750000000.0
2001-10-25,0.867,404375000000.0,100625000000.0
2001-10-26,0.862,411875000000.0,102500000000.0
2001-10-27,0.853,417500000000.0,106250000000.0
2001-10-28,0.865,418125000000.0,104375000000.0
2001-10-29,0.854,433750000000.0,114375000000.0
2001-10-30,0.87,435625000000.0,104375000000.0
2001-10-31,0.884,438125000000.0,91875000000.0
2001-11-01,0.881,447500000000.0,97500000000.0
2001-11-02,0.805,479375000000.0,158750000000.0
2001-11-03,0.856,425000000000.0,112500000000.0
2001-11-04,0.871,427500000000.0,94375000000.0
2001-11-05,0.874,440000000000.0,98125000000.0
2001-11-06,0.861,461250000000.0,110625000000.0
2001-11-07,0.879,467500000000.0,101250000000.0
2001-11-08,0.872,473750000000.0,103750000000.0
2001-11-09,0.892,468750000000.0,94375000000.0
2001-11-10,0.764,555625000000.0,196875000000.0
2001-11-11,0.87,463125000000.0,103125000000.0
2001-11-12,0.877,467500000000.0,97500000000.0
2001-11-13,0.88,475000000000.0,95625000000.0
2001-11-14,0.885,473750000000.0,90625000000.0
2001-11-15,0.883,478125000000.0,92500000000.0
2001-11-16,0.881,481875000000.0,95000000000.0
2001-11-17,0.894,478125000000.0,86250000000.0
2001-11-18,0.897,481250000000.0,83125000000.0
2001-11-19,0.901,479375000000.0,86875000000.0
2001-11-20,0.866,496250000000.0,107500000000.0
2001-11-21,0.874,500625000000.0,111250000000.0
2001-11-22,0.866,519375000000.0,112500000000.0
2001-11-23,0.878,513125000000.0,106875000000.0
2001-11-24,0.864,503750000000.0,117500000000.0
2001-11-25,0.867,497500000000.0,106875000000.0
2001-11-26,0.881,493750000000.0,101250000000.0
2001-11-27,0.866,504375000000.0,115625000000.0
2001-11-28,0.891,472500000000.0,95000000000.0
2001-11-29,0.88,458125000000.0,96250000000.0
2001-11-30,0.878,441875000000.0,93125000000.0
2001-12-01,0.871,442500000000.0,100625000000.0
2001-12-02,0.885,422500000000.0,84375000000.0
2001-12-03,0.873,426250000000.0,91250000000.0
2001-12-04,0.884,425625000000.0,88125000000.0
2001-12-05,0.883,415000000000.0,90625000000.0
2001-12-06,0.875,414375000000.0,91250000000.0
2001-12-07,0.885,420625000000.0,91250000000.0
2001-12-08,0.864,425625000000.0,103750000000.0
2001-12-09,0.876,439375000000.0,94375000000.0
2001-12-10,0.897,443750000000.0,87500000000.0
2001-12-11,0.886,456250000000.0,98750000000.0
2001-12-12,0.852,483125000000.0,140625000000.0
2001-12-13,0.865,485625000000.0,135000000000.0
2001-12-14,0.847,495625000000.0,148125000000.0
2001-12-15,0.839,509375000000.0,170000000000.0
2001-12-16,0.854,506875000000.0,153750000000.0
2001-12-17,0.86,515625000000.0,141875000000.0
2001-12-18,0.856,520000000000.0,139375000000.0
2001-12-19,0.863,533125000000.0,135000000000.0
2001-12-20,0.86,525625000000.0,134375000000.0
2001-12-21,0.882,521875000000.0,102500000000.0
2001-12-22,0.874,533750000000.0,120625000000.0
2001-12-23,0.855,546250000000.0,135625000000.0
2001-12-24,0.878,534375000000.0,116250000000.0
2001-12-25,0.871,549375000000.0,121875000000.0
2001-12-26,0.855,555625000000.0,144375000000.0
2001-12-27,0.837,551250000000.0,158750000000.0
2001-12-28,0.849,517500000000.0,139375000000.0
2001-12-29,0.872,504375000000.0,111250000000.0
2001-12-30,0.882,515625000000.0,103125000000.0
2001-12-31,0.873,528750000000.0,114375000000.0
2002-01-01,0.881,536250000000.0,115000000000.0
2002-01-02,0.887,537500000000.0,105000000000.0
2002-01-03,0.878,541250000000.0,114375000000.0
2002-01-04,0.849,565625000000.0,156875000000.0
2002-01-05,0.879,540000000000.0,117500000000.0
2002-01-06,0.872,534375000000.0,126250000000.0
2002-01-07,0.85,563125000000.0,160000000000.0
2002-01-08,0.855,579375000000.0,166875000000.0
2002-01-09,0.866,588750000000.0,156250000000.0
2002-01-10,0.868,591250000000.0,148125000000.0
2002-01-11,0.867,598125000000.0,149375000000.0
2002-01-12,0.865,610625000000.0,152500000000.0
2002-01-13,0.866,616250000000.0,151250000000.0
2002-01-14,0.885,602500000000.0,130625000000.0
2002-01-15,0.884,597500000000.0,123750000000.0
2002-01-16,0.89,587500000000.0,110000000000.0
2002-01-17,0.895,578125000000.0,105000000000.0
2002-01-18,0.885,576875000000.0,106875000000.0
2002-01-19,0.883,565000000000.0,115625000000.0
2002-01-20,0.883,563125000000.0,112500000000.0
2002-01-21,0.885,569375000000.0,105000000000.0
2002-01-22,0.882,575000000000.0,110000000000.0
2002-01-23,0.885,580625000000.0,113125000000.0
2002-01-24,0.881,588125000000.0,115625000000.0
2002-01-25,0.887,595625000000.0,108125000000.0
2002-01-26,0.878,606875000000.0,118125000000.0
2002-01-27,0.89,606250000000.0,116875000000.0
2002-01-28,0.894,606875000000.0,107500000000.0
2002-01-29,0.898,617500000000.0,105625000000.0
2002-01-30,0.905,623750000000.0,100625000000.0
2002-01-31,0.914,625625000000.0,95625000000.0
2002-02-01,0.899,628750000000.0,108125000000.0
2002-02-02,0.862,632500000000.0,150625000000.0
2002-02-03,0.85,605000000000.0,191875000000.0
2002-02-04,0.86,581875000000.0,164375000000.0
2002-02-05,0.847,576250000000.0,165625000000.0
2002-02-06,0.86,555625000000.0,152500000000.0
2002-02-07,0.857,548750000000.0,143750000000.0
2002-02-08,0.866,540000000000.0,131250000000.0
2002-02-09,0.87,536875000000.0,122500000000.0
2002-02-10,0.874,545000000000.0,120000000000.0
2002-02-11,0.869,558750000000.0,127500000000.0
2002-02-12,0.881,572500000000.0,123125000000.0
2002-02-13,0.875,595000000000.0,138125000000.0
2002-02-14,0.859,594375000000.0,141875000000.0
2002-02-15,0.873,589375000000.0,137500000000.0
2002-02-16,0.877,591250000000.0,131875000000.0
2002-02-17,0.874,586250000000.0,133125000000.0
2002-02-18,0.866,580000000000.0,138125000000.0
2002-02-19,0.877,592500000000.0,123125000000.0
2002-02-20,0.872,598125000000.0,130000000000.0
2002-02-21,0.863,600000000000.0,141250000000.0
2002-02-22,0.849,583125000000.0,156250000000.0
2002-02-23,0.832,576875000000.0,176875000000.0
2002-02-24,0.838,553125000000.0,161250000000.0
2002-02-25,0.843,550625000000.0,147500000000.0
2002-02-26,0.85,552500000000.0,138750000000.0
2002-02-27,0.865,559375000000.0,131250000000.0
2002-02-28,0.862,582500000000.0,141875000000.0
2002-03-01,0.859,582500000000.0,144375000000.0
2002-03-02,0.879,586875000000.0,125000000000.0
2002-03-03,0.866,581250000000.0,133125000000.0
2002-03-04,0.85,567500000000.0,144375000000.0
2002-03-05,0.85,554375000000.0,143125000000.0
2002-03-06,0.868,544375000000.0,128125000000.0
2002-03-07,0.872,548125000000.0,125625000000.0
2002-03-08,0.864,561875000000.0,137500000000.0
2002-03-09,0.854,567500000000.0,145000000000.0
2002-03-10,0.866,569375000000.0,139375000000.0
2002-03-11,0.861,575000000000.0,148750000000.0
2002-03-12,0.869,574375000000.0,135000000000.0
2002-03-13,0.869,583750000000.0,146250000000.0
2002-03-14,0.865,586250000000.0,146250000000.0
2002-03-15,0.87,605000000000.0,144375000000.0
2002-03-16,0.869,596875000000.0,140625000000.0
2002-03-17,0.867,596250000000.0,141250000000.0
2002-03-18,0.867,602500000000.0,145625000000.0
2002-03-19,0.869,621250000000.0,149375000000.0
2002-03-20,0.886,626875000000.0,136250000000.0
2002-03-21,0.879,634375000000.0,145625000000.0
2002-03-22,0.883,626250000000.0,143750000000.0
2002-03-23,0.878,628125000000.0,140625000000.0
2002-03-24,0.866,638125000000.0,148750000000.0
2002-03-25,0.878,599375000000.0,135625000000.0
2002-03-26,0.863,580625000000.0,148125000000.0
2002-03-27,0.862,559375000000.0,145625000000.0
2002-03-28,0.86,546250000000.0,146875000000.0
2002-03-29,0.872,542500000000.0,124375000000.0
2002-03-30,0.873,541250000000.0,120625000000.0
2002-03-31,0.868,538125000000.0,126250000000.0
2002-04-01,0.87,526250000000.0,123750000000.0
2002-04-02,0.881,508750000000.0,110625000000.0
2002-04-03,0.887,493125000000.0,100625000000.0
2002-04-04,0.903,492500000000.0,90625000000.0
2002-04-05,0.878,502500000000.0,102500000000.0
2002-04-06,0.884,518750000000.0,104375000000.0
2002-04-07,0.886,526250000000.0,106250000000.0
2002-04-08,0.876,518750000000.0,113125000000.0
2002-04-09,0.866,511875000000.0,120625000000.0
2002-04-10,0.864,516250000000.0,117500000000.0
2002-04-11,0.867,522500000000.0,117500000000.0
2002-04-12,0.877,536250000000.0,111875000000.0
2002-04-13,0.879,524375000000.0,105625000000.0
2002-04-14,0.892,506875000000.0,99375000000.0
2002-04-15,0.881,504375000000.0,97500000000.0
2002-04-16,0.895,502500000000.0,94375000000.0
2002-04-17,0.891,502500000000.0,103750000000.0
2002-04-18,0.893,506250000000.0,97500000000.0
2002-04-19,0.881,511875000000.0,121250000000.0
2002-04-20,0.874,518125000000.0,116250000000.0
2002-04-21,0.885,523750000000.0,105000000000.0
2002-04-22,0.874,528750000000.0,116250000000.0
2002-04-23,0.888,515625000000.0,102500000000.0
2002-04-24,0.888,511250000000.0,98750000000.0
2002-04-25,0.862,519375000000.0,126250000000.0
2002-04-26,0.842,512500000000.0,149375000000.0
2002-04-27,0.846,498125000000.0,138750000000.0
2002-04-28,0.838,493750000000.0,142500000000.0
2002-04-29,0.851,487500000000.0,125625000000.0
2002-04-30,0.865,473125000000.0,109375000000.0
2002-05-01,0.87,470000000000.0,105000000000.0
2002-05-02,0.861,470000000000.0,107500000000.0
2002-05-03,0.879,463125000000.0,95625000000.0
2002-05-04,0.883,465000000000.0,91250000000.0
2002-05-05,0.89,468125000000.0,88750000000.0
2002-05-06,0.884,475000000000.0,102500000000.0
2002-05-07,0.875,471875000000.0,106250000000.0
2002-05-08,0.879,468750000000.0,100000000000.0
2002-05-09,0.883,472500000000.0,95625000000.0
2002-05-10,0.886,477500000000.0,96875000000.0
2002-05-11,0.884,481875000000.0,100000000000.0
2002-05-12,0.889,480625000000.0,99375000000.0
2002-05-13,0.889,477500000000.0,96250000000.0
2002-05-14,0.889,476875000000.0,97500000000.0
2002-05-15,0.887,483125000000.0,96875000000.0
2002-05-16,0.87,493750000000.0,120000000000.0
2002-05-17,0.866,494375000000.0,128750000000.0
2002-05-18,0.859,495625000000.0,134375000000.0
2002-05-19,0.852,488750000000.0,131250000000.0
2002-05-20,0.868,475000000000.0,110625000000.0
2002-05-21,0.87,473750000000.0,112500000000.0
2002-05-22,0.869,461250000000.0,111250000000.0
2002-05-23,0.904,425625000000.0,103750000000.0
2002-05-24,0.879,420000000000.0,112500000000.0
2002-05-25,0.831,423750000000.0,157500000000.0
2002-05-26,0.831,423750000000.0,154375000000.0
2002-05-27,0.823,426875000000.0,165000000000.0
2002-05-28,0.82,423125000000.0,172500000000.0
2002-05-29,0.811,431250000000.0,183750000000.0
2002-05-30,0.794,430625000000.0,201250000000.0
2002-05-31,0.777,436875000000.0,208750000000.0
2002-06-01,0.788,428125000000.0,197500000000.0
2002-06-02,0.774,423125000000.0,215625000000.0
2002-06-03,0.749,418750000000.0,255000000000.0
2002-06-04,0.709,423750000000.0,285000000000.0
2002-06-05,0.691,432500000000.0,298750000000.0
2002-06-06,0.688,435625000000.0,319375000000.0
2002-06-07,0.699,440000000000.0,285625000000.0
2002-06-08,0.696,443750000000.0,293125000000.0
2002-06-09,0.685,441250000000.0,295000000000.0
2002-06-10,0.649,431250000000.0,341875000000.0
2002-06-11,0.677,438750000000.0,298750000000.0
2002-06-12,0.69,434375000000.0,280625000000.0
2002-06-13,0.676,424375000000.0,284375000000.0
2002-06-14,0.665,426250000000.0,305625000000.0
2002-06-15,0.678,437500000000.0,299375000000.0
2002-06-16,0.68,436875000000.0,295625000000.0
2002-06-17,0.684,443125000000.0,286875000000.0
2002-06-18,0.71,437500000000.0,253750000000.0
2002-06-19,0.715,435625000000.0,244375000000.0
2002-06-20,0.714,435625000000.0,261875000000.0
2002-06-21,0.704,435000000000.0,260625000000.0
2002-06-22,0.685,441250000000.0,293750000000.0
2002-06-23,0.679,440625000000.0,300000000000.0
2002-06-24,0.657,450625000000.0,333125000000.0
2002-06-25,0.641,458750000000.0,342500000000.0
2002-06-26,0.624,456250000000.0,350625000000.0
2002-06-27,0.605,458125000000.0,360000000000.0
2002-06-28,0.608,448125000000.0,361250000000.0
2002-06-29,0.6,449375000000.0,361250000000.0
2002-06-30,0.602,441250000000.0,347500000000.0
2002-07-01,0.577,434375000000.0,358125000000.0
2002-07-02,0.583,426250000000.0,335625000000.0
2002-07-03,0.597,415625000000.0,313750000000.0
2002-07-04,0.59,405000000000.0,312500000000.0
2002-07-05,0.562,389375000000.0,321250000000.0
2002-07-06,0.535,391875000000.0,336250000000.0
2002-07-07,0.545,395000000000.0,322500000000.0
2002-07-08,0.537,385625000000.0,323750000000.0
2002-07-09,0.551,382500000000.0,308125000000.0
2002-07-10,0.547,363125000000.0,298750000000.0
2002-07-11,0.543,331875000000.0,270000000000.0
2002-07-12,0.548,299375000000.0,252500000000.0
2002-07-13,0.541,298750000000.0,253125000000.0
2002-07-14,0.511,288750000000.0,256250000000.0
2002-07-15,0.51,286250000000.0,266250000000.0
2002-07-16,0.564,253125000000.0,225000000000.0
2002-07-17,0.575,249375000000.0,218750000000.0
2002-07-18,0.556,249375000000.0,220625000000.0
2002-07-19,0.53,241250000000.0,213750000000.0
2002-07-20,0.538,246875000000.0,214375000000.0
2002-07-21,0.508,261250000000.0,221875000000.0
2002-07-22,0.539,256875000000.0,209375000000.0
2002-07-23,0.542,256250000000.0,205625000000.0
2002-07-24,0.559,221250000000.0,178750000000.0
2002-07-25,0.51,206250000000.0,183750000000.0
2002-07-26,0.513,176875000000.0,159375000000.0
2002-07-27,0.532,157500000000.0,144375000000.0
2002-07-28,0.525,170000000000.0,158125000000.0
2002-07-29,0.547,163125000000.0,152500000000.0
2002-07-30,0.547,170625000000.0,159375000000.0
2002-07-31,0.55,166250000000.0,143750000000.0
2002-08-01,0.626,173125000000.0,137500000000.0
2002-08-02,0.636,166875000000.0,128750000000.0
2002-08-03,0.627,160625000000.0,118125000000.0
2002-08-04,0.594,164375000000.0,134375000000.0
2002-08-05,0.625,147500000000.0,114375000000.0
2002-08-06,0.669,130625000000.0,96250000000.0
2002-08-07,0.692,112500000000.0,81875000000.0
2002-08-08,0.633,113125000000.0,85000000000.0
2002-08-09,0.633,122500000000.0,90625000000.0
2002-08-10,0.621,135625000000.0,103125000000.0
2002-08-11,0.675,126875000000.0,91250000000.0
2002-08-12,0.651,120625000000.0,90625000000.0
2002-08-13,0.666,121250000000.0,91250000000.0
2002-08-14,0.659,124375000000.0,92500000000.0
2002-08-15,0.739,107500000000.0,68125000000.0
2002-08-16,0.7,110625000000.0,80000000000.0
2002-08-17,0.691,95000000000.0,71875000000.0
2002-08-18,0.614,102500000000.0,86875000000.0
2002-08-19,0.607,100000000000.0,84375000000.0
2002-08-20,0.55,105625000000.0,93125000000.0
